Input.qasrl_id,Input.adj_index_start,Input.sentence,Input.target,Input.adj_index_end,object_q,comparison_q,domain_q,degree_q,Answer.answer1,Answer.answer2,Answer.answer3,Answer.answer4,Answer.answer1_c,Answer.answer2_c,Answer.answer3_c,Answer.answer4_c,Answer.answer1_a,Answer.answer2_a,Answer.answer3_a,Answer.answer4_a,Answer.answer1_j,Answer.answer2_j,Answer.answer3_j,Answer.answer4_j,args_list,args_indexes,args_strings,tp,captured_args,missed_args,tp_plus_fp,tp_plus_fn,all_args
google/ewt/newsgroup/00/groups.google.com_hiddennook_23708a8afef2f3a8_ENG_20041226_230600.xml11,25,"Abbas , a refugee himself from what is today the northern Israeli city of Safed , called the refugee issue "" very important and very dangerous . """,dangerous,25,What is dangerous ?,,,To what degree is something dangerous ?,the refugee issue,,,very,the refugee issue,,,very,the refugee issue,,,very,the refugee issue,,,very,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '(ARG0*' '*' '*)' '*' '*' '*' '*' '(ARGM-EXT*)' '(V*)' '*' '*']","{'ARG0': [[17, 19]], 'ARGM-EXT': [[24, 24]]}","{'ARG0': 'the refugee issue', 'ARGM-EXT': 'very'}",2,"[('ARG0', 1), ('ARGM-EXT', 4)]",[],2,2,"['ARG0', 'ARGM-EXT']"
google/ewt/newsgroup/00/groups.google.com_HistoricalLinguistics_f65a1220aacc96f3_ENG_20050517_153400.xml1,40,"' Everything is for the best in the best of all possible worlds if only no artificial hindrances are put in the way of free exchange , for demand and supply will regulate everything better than any Government would be able to . '",able,40,What would be able to do something?,,What would something be able to do ?,,any Government,,regulate everything,,any Government,demand and supply,regulate everything,demand and supply will regulate everything better than any Government would be able to,demand and supply,any Government,regulate everything,better than any Government,any Government,,regulate everything,,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '(ARG1*' '*)' '(ARGM-MOD*)' '*' '(V*)' '(ARG2*)' '*' '*']","{'ARG1': [[36, 37]], 'ARGM-MOD': [[38, 38]], 'ARG2': [[41, 41]]}","{'ARG1': 'any Government', 'ARGM-MOD': 'would', 'ARG2': 'to'}",1,"[('ARG1', 1)]",['ARG2'],2,2,"['ARG1', 'ARGM-MOD', 'ARG2']"
google/ewt/newsgroup/00/groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100.xml44,21,"If anyone is interested in listening to this song , and in offering their opinion , whether it be positive or negative , I 'd appreciate it .",negative,21,What might be negative ?,,What might something be negative about ?,,their opinion + it,,this song,,their opinion + it,,this song,,their opinion,,this song,,their opinion,,this song,,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '(ARG0*)' '*' '*' '*' '(V*)' '*' '*' '*' '*' '*' '*']","{'ARG0': [[17, 17]]}",{'ARG0': 'it'},1,"[('ARG0', 1)]",[],3,1,['ARG0']
google/ewt/newsgroup/00/groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700.xml18,20,"As you sit above the world , the warmth of the golden sun penetrates your body and makes you feel warmer and warmer .",warmer,20,Who is warmer ?,,,,you,,,,you,,,warmer and warmer,you,,,,you,,,warmer and warmer,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '(ARG1*)' '*' '(V*)' '*' '*' '*']","{'ARG1': [[18, 18]]}",{'ARG1': 'you'},1,"[('ARG1', 1)]",[],1,1,['ARG1']
google/ewt/newsgroup/00/groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000.xml3,16,"2005 will be a year of ups and downs , and only the flexible will be able to keep from going crazy !",able,16,Who will be able to do something?,,What will someone be able to do ?,,the flexible,,keep from going crazy,,the flexible,,keep from going crazy,only the flexible will be able,the flexible,,keep from going crazy,,the flexible,,keep from going crazy,only the flexible will be able,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '(ARG1*' '*' '*)'
 '(ARGM-MOD*)' '*' '(V*)' '(ARG2*' '*' '*' '*' '*)' '*']","{'ARG1': [[11, 13]], 'ARGM-MOD': [[14, 14]], 'ARG2': [[17, 21]]}","{'ARG1': 'only the flexible', 'ARGM-MOD': 'will', 'ARG2': 'to keep from going crazy'}",2,"[('ARG1', 1), ('ARG2', 3)]",[],2,2,"['ARG1', 'ARGM-MOD', 'ARG2']"
google/ewt/newsgroup/00/groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.xml22,4,"I was kind of curious , what exactly is Guild Wars ?",curious,4,Who was curious ?,,What was someone curious about ?,To what degree was someone curious ?,I,,what exactly is Guild Wars,kind of curious,I,,what exactly is Guild Wars,kind of,I was,,,kind of,I,,Guild Wars,kind of curious,['(ARG1*)' '*' '(ARGM-EXT*' '*)' '(V*)' '*' '*' '*' '*' '*' '*' '*'],"{'ARG1': [[0, 0]], 'ARGM-EXT': [[2, 3]]}","{'ARG1': 'I', 'ARGM-EXT': 'kind of'}",2,"[('ARG1', 1), ('ARGM-EXT', 4)]",[],3,2,"['ARG1', 'ARGM-EXT']"
google/ewt/newsgroup/00/groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500.xml26,18,"> From the shameful history of slavery in America , the injustice of forbidding people to marry is evident as a denial of a basic human right .",evident,18,What is evident as something?,,What is something evident as ?,,the injustice of forbidding people to marry,,a denial of a basic human right,,the injustice of forbidding people to marry,,a denial of a basic human right,,the injustice of forbidding people to marry,,a denial of a basic human right,,the injustice of forbidding people to marry,,a denial of a basic human right,,"['*' '(ARGM-ADV*' '*' '*' '*' '*' '*' '*' '*)' '*' '(ARG1*' '*' '*' '*'
 '*' '*' '*)' '*' '(V*)' '(ARGM-MNR*' '*' '*' '*' '*' '*' '*' '*)' '*']","{'ARGM-ADV': [[1, 8]], 'ARG1': [[10, 16]], 'ARGM-MNR': [[19, 26]]}","{'ARGM-ADV': 'From the shameful history of slavery in America', 'ARG1': 'the injustice of forbidding people to marry', 'ARGM-MNR': 'as a denial of a basic human right'}",2,"[('ARG1', 1), ('ARGM-MNR', 3)]",[],2,2,"['ARGM-ADV', 'ARG1', 'ARGM-MNR']"
google/ewt/newsgroup/00/groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000.xml50,19,"With beneficent Jupiter in your sign , this is definitely your year , especially where your social life is concerned .",concerned,19,What is concerned ?,,,,your social life,,,,your social life,,,,your social life,,,,,,,,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '(ARGM-LOC*)'
 '(ARG1*' '*' '*)' '*' '(V*)' '*']","{'ARGM-LOC': [[14, 14]], 'ARG1': [[15, 17]]}","{'ARGM-LOC': 'where', 'ARG1': 'your social life'}",1,"[('ARG1', 1)]",['ARGM-LOC'],1,2,"['ARGM-LOC', 'ARG1']"
google/ewt/newsgroup/00/groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300.xml3,23,"It came from the nation whose king Enrique VIII adulterated the Bible so that divorce could be allowed and in this way be able to give loose rein to the many divorces from his wives and subsequent murdering of the same ones and to whom God provided a wife with six fingers as abomination ( Anne Boleyn ) ... once again 6 , number of the Beast ....",able,23,Who was able to do something?,,What was someone able to do ?,,king Enrique VIII,,give loose rein to the many divorces from his wives and subsequent murdering of the same ones,,king Enrique VIII,,give loose rein to the many divorces from his wives and subsequent murdering of the same ones,,king Enrique VIII,,give loose rein to the many divorces from his wives,,king Enrique VIII,,give loose rein to the many divorces from his wives and subsequent murdering of the same ones,,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '(ARG1*)' '*' '*'
 '*' '*' '(ARGM-MNR*' '*' '*)' '*' '(V*)' '(ARG2*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*)' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*']","{'ARG1': [[14, 14]], 'ARGM-MNR': [[19, 21]], 'ARG2': [[24, 41]]}","{'ARG1': 'divorce', 'ARGM-MNR': 'in this way', 'ARG2': 'to give loose rein to the many divorces from his wives and subsequent murdering of the same ones'}",1,"[('ARG2', 3)]","['ARG1', 'ARGM-MNR']",2,3,"['ARG1', 'ARGM-MNR', 'ARG2']"
google/ewt/newsgroup/00/groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400.xml12,21,"He demonstrates an excellent "" Judicial Temperament , "" being courteous , mild - mannered , respectful of all people ; careful in his work , meticulous in detail .",careful,21,Who is careful in something?,,What is someone careful in ?,,He,,his work,,He,,his work,,He,,his work,,He,,his work,,"['(ARG0*)' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '(V*)' '(ARG1*' '*' '*)' '*' '*' '*' '*' '*']","{'ARG0': [[0, 0]], 'ARG1': [[22, 24]]}","{'ARG0': 'He', 'ARG1': 'in his work'}",2,"[('ARG0', 1), ('ARG1', 3)]",[],2,2,"['ARG0', 'ARG1']"
google/ewt/newsgroup/00/groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800.xml47,4,The Sunburn is also superior to the Exocet missile .,superior,4,What is superior to something?,Compared to what is something superior ?,,,The Sunburn,the Exocet missile,,,The Sunburn,the Exocet missile,the Exocet missile,,The Sunburn,,the Exocet missile,,The Sunburn,,the Exocet missile,,['(ARG1*' '*)' '*' '(ARGM-DIS*)' '(V*)' '(ARG2*' '*' '*' '*)' '*'],"{'ARG1': [[0, 1]], 'ARGM-DIS': [[3, 3]], 'ARG2': [[5, 8]]}","{'ARG1': 'The Sunburn', 'ARGM-DIS': 'also', 'ARG2': 'to the Exocet missile'}",2,"[('ARG1', 1), ('ARG2', 2)]",[],2,2,"['ARG1', 'ARGM-DIS', 'ARG2']"
google/ewt/newsgroup/00/groups.google.com_herpesnation_c74170a0fcfdc880_ENG_20051125_075200.xml20,10,"No matter what progress we make as individuals in becoming healthier , we will never achieve real health until we collectively decide to create a healthier reality .",healthier,10,Who might be healthier ?,,,,we as individuals,,,,we as individuals,,,,individuals,,,,we as individuals,,,,"['*' '*' '*' '*' '(ARG2*)' '*' '*' '*' '*' '*' '(V*)' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*']","{'ARG2': [[4, 4]]}",{'ARG2': 'we'},1,"[('ARG2', 1)]",[],1,1,['ARG2']
google/ewt/newsgroup/00/groups.google.com_JokeEruption_df151b356f94881c_ENG_20050819_155700.xml44,4,I do n't feel old .,old,4,Who is not old ?,,,,I,,,,I,,,,I,,,,I,,,do n't feel old,['(ARG1*)' '*' '(ARGM-NEG*)' '*' '(V*)' '*'],"{'ARG1': [[0, 0]], 'ARGM-NEG': [[2, 2]]}","{'ARG1': 'I', 'ARGM-NEG': ""n't""}",1,"[('ARG1', 1)]",[],1,1,"['ARG1', 'ARGM-NEG']"
google/ewt/newsgroup/00/groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400.xml20,35,"The President is very eager to go ahead quickly and get this vote , because he very much wants to have Samuel Alito on the Supreme Court , to be judging the cases Bush is interested in .",interested,35,Who is interested in something?,,What is someone interested in ?,,Bush,,the cases,,Bush,,the cases,,Bush,,cases,,Bush,,the cases,,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '(ARG2*' '*)'
 '(ARG1*)' '*' '(V*)' '(C-ARG2*)' '*']","{'ARG2': [[31, 32], [36, 36]], 'ARG1': [[33, 33]]}","{'ARG2': 'the cases in', 'ARG1': 'Bush'}",2,"[('ARG2', 3), ('ARG1', 1)]",[],2,2,"['ARG2', 'ARG1']"
google/ewt/newsgroup/00/groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.xml31,7,I ca n't imagine them not being able to meet the Feb 05 deadline .,able,7,Who might not be able to do something?,,What might someone not be able to do ?,,them,,meet the Feb 05 deadline,,them,,meet the Feb 05 deadline,,them,,meet the Feb 05 deadline,,them,,meet the Feb 05 deadline,,"['*' '*' '*' '*' '(ARG1*)' '(ARGM-NEG*)' '*' '(V*)' '(ARG2*' '*' '*' '*'
 '*' '*)' '*']","{'ARG1': [[4, 4]], 'ARGM-NEG': [[5, 5]], 'ARG2': [[8, 13]]}","{'ARG1': 'them', 'ARGM-NEG': 'not', 'ARG2': 'to meet the Feb 05 deadline'}",2,"[('ARG1', 1), ('ARG2', 3)]",[],2,2,"['ARG1', 'ARGM-NEG', 'ARG2']"
google/ewt/newsgroup/00/groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200.xml23,10,"Most of us still have hope for ourselves even when stuck in the darkest dilemmas , ruts and catch - 22s .",stuck,10,Who might be stuck ?,,What might someone be stuck at ?,,Most of us + ourselves,,"the darkest dilemmas , ruts and catch - 22s",,Most of us + ourselves,,"the darkest dilemmas , ruts and catch - 22s",,Most of us,,"the darkest dilemmas , ruts and catch - 22s",,us +  ourselves,,,,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '(ARGM-TMP*)' '(V*)' '(ARG2*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*)' '*']","{'ARGM-TMP': [[9, 9]], 'ARG2': [[11, 20]]}","{'ARGM-TMP': 'when', 'ARG2': 'in the darkest dilemmas , ruts and catch - 22s'}",1,"[('ARG2', 3)]",[],3,1,"['ARGM-TMP', 'ARG2']"
google/ewt/newsgroup/00/groups.google.com_herpesnation_c74170a0fcfdc880_ENG_20051125_075200.xml10,13,"We are only as strong as our weakest , we are only as healthy as the sickest amongst us - playing sports and being in the army taught me that lesson before I was finished being a teenager .",healthy,13,Who are healthy as someone?,,Who is someone healthy as ?,,we,,the sickest amongst us,,we,,the sickest amongst us,only as healthy as the sickest amongst us,we,,the sickest amongst us,only as healthy as the sickest amongst us,we,,,only as healthy as the sickest amongst us,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '(ARG2*)' '*' '(ARGM-ADV*)'
 '(ARGM-CXN*)' '(V*)' '(C-ARGM-CXN*' '*' '*' '*' '*)' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*']","{'ARG2': [[9, 9]], 'ARGM-ADV': [[11, 11]], 'ARGM-CXN': [[12, 12], [14, 18]]}","{'ARG2': 'we', 'ARGM-ADV': 'only', 'ARGM-CXN': 'as as the sickest amongst us'}",2,"[('ARG2', 1), ('ARGM-CXN', 3)]",[],2,2,"['ARG2', 'ARGM-ADV', 'ARGM-CXN']"
google/ewt/newsgroup/00/groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400.xml54,31,"of course , in a perfect world , tax payers ' money would go toward some sort of national healthcare program , and housing for the homeless , but this is far from a perfect world .",far,31,What is far ?,,What is something far  ?,,this world,,far from a perfect world,,this world,,,far from a perfect world,this,,,,this world,,,far from perfect,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '(ARG1*)' '*' '(V*)' '(ARG2*'
 '*' '*' '*)' '*']","{'ARG1': [[29, 29]], 'ARG2': [[32, 35]]}","{'ARG1': 'this', 'ARG2': 'from a perfect world'}",2,"[('ARG1', 1), ('ARG2', 3)]",[],2,2,"['ARG1', 'ARG2']"
google/ewt/newsgroup/00/groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300.xml28,45,"The early days were the days of competition between Paul and his wife and John and his wife and he knew he had to compete with ugly John for the leadership of the band in front of their wives and having Yoko Ono made him aware of his lack of virility and repressed homosexuality , he grew the beard that we see in the "" Let it Be "" film and started to show pictures of naked women in the same film , doing every effort he could to be seen as a man ....",aware,45,Who was aware of something?,,What was someone aware of ?,,Paul  +  him,,his lack of virility and repressed homosexuality,,Paul  +  him,,his lack of virility and repressed homosexuality,,John,,his lack of virility and repressed homosexuality,,John,,his lack of virility and repressed homosexuality,,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '(ARG0*)' '(V*)' '(ARG1*' '*' '*' '*' '*'
 '*' '*' '*)' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*']","{'ARG0': [[44, 44]], 'ARG1': [[46, 53]]}","{'ARG0': 'him', 'ARG1': 'of his lack of virility and repressed homosexuality'}",2,"[('ARG0', 1), ('ARG1', 3)]",[],3,2,"['ARG0', 'ARG1']"
google/ewt/newsgroup/00/groups.google.com_hiddennook_5380fdd00f8e5e56_ENG_20050926_194800.xml19,20,"Unless President Mahmoud Abbas steps in , Gaza will probably look like a battle field by the time Israel is done reminding Hamas of their critical error , although currently the only thing Abbas is doing is lashing out and refusing to take responsibility for his inability to act .",done,20,Who will be done something?,,What will someone be done to do ?,,Israel,,reminding Hamas of their critical error,,Israel,,reminding Hamas of their critical error,,Israel,,,,Israel,,,,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '(ARGM-TMP*' '*)' '(ARG1*)' '*' '(V*)' '(C-ARG1*' '*' '*' '*' '*' '*)'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*']","{'ARGM-TMP': [[16, 17]], 'ARG1': [[18, 18], [21, 26]]}","{'ARGM-TMP': 'the time', 'ARG1': 'Israel reminding Hamas of their critical error'}",1,"[('ARG1', 3)]",[],2,1,"['ARGM-TMP', 'ARG1']"
google/ewt/newsgroup/00/groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000.xml29,17,"You 'll be making radical changes in your work habits , but you 'll be a lot happier for it , and in the end you 'll know it was worth it .",happier,17,Who will be happier for something?,,What will someone be happier for ?,To what degree will someone be happier ?,you,,"radical changes in your work habits You 'll be making radical changes in your work habits , but you 'll be a lot happier for it , and in the end you 'll know it was worth it .",a lot,you,,it +  radical changes in your work habits,a lot,your,,it +  radical changes in your work habits,a lot happier,you,,it,a lot happier,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '(ARG1*)' '(ARGM-MOD*)'
 '*' '(ARGM-EXT*' '*)' '(V*)' '(ARG0*' '*)' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*']","{'ARG1': [[12, 12]], 'ARGM-MOD': [[13, 13]], 'ARGM-EXT': [[15, 16]], 'ARG0': [[18, 19]]}","{'ARG1': 'you', 'ARGM-MOD': ""'ll"", 'ARGM-EXT': 'a lot', 'ARG0': 'for it'}",2,"[('ARG1', 1), ('ARGM-EXT', 4)]",['ARG0'],3,3,"['ARG1', 'ARGM-MOD', 'ARGM-EXT', 'ARG0']"
google/ewt/newsgroup/00/groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900.xml46,42,"There is a lot of racial diversity in all of these places ... and I 've vacationed through the south ... visited my folks when they lived in Mississippi , and where they live now and are in the racial minority being white ( less than 20 % ) in northeastern Arkansas .",white,42,Who are white ?,,,,my folks +  the racial minority in northeastern Arkansas + they,,,,my folks +  the racial minority in northeastern Arkansas + they,,,,my folks +  the racial minority,,,,my folks +  the racial minority in northeastern Arkansas,,,,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '(ARG1*)' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '(V*)' '(ARGM-ADV*' '*' '*' '*' '*' '*)' '*'
 '*' '*' '*']","{'ARG1': [[32, 32]], 'ARGM-ADV': [[43, 48]]}","{'ARG1': 'they', 'ARGM-ADV': '( less than 20 % )'}",1,"[('ARG1', 1)]",[],3,1,"['ARG1', 'ARGM-ADV']"
google/ewt/newsgroup/00/groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800.xml47,12,""" The impact of global warming on fish stocks and fisheries is hard to judge , "" the IPN report said .",hard,12,What is hard ?,,What is something hard to do ?,,to judge The impact of global warming on fish stocks and fisheries,,judge,,to judge The impact of global warming on fish stocks and fisheries,,judge The impact of global warming on fish stocks and fisheries,,judge The impact of global warming on fish stocks and fisheries,,,,judge The impact of global warming on fish stocks and fisheries,,,,"['*' '(ARG1*' '*' '*' '*' '*' '*' '*' '*' '*' '*)' '*' '(V*)' '(C-ARG1*'
 '*)' '*' '*' '*' '*' '*' '*' '*']","{'ARG1': [[1, 10], [13, 14]]}",{'ARG1': 'The impact of global warming on fish stocks and fisheries to judge'},1,"[('ARG1', 1)]",[],2,1,['ARG1']
google/ewt/newsgroup/00/groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400.xml46,11,"Also , from their own webpage , reasons why NASA is important , in a 5th grade format .",important,11,What is important ?,,,,NASA,,,,NASA,,,,NASA,,,,NASA,,,,"['*' '*' '*' '*' '*' '*' '*' '(ARGM-CAU*)' '(R-ARGM-CAU*)' '(ARG1*)' '*'
 '(V*)' '*' '*' '*' '*' '*' '*' '*']","{'ARGM-CAU': [[7, 7]], 'R-ARGM-CAU': [[8, 8]], 'ARG1': [[9, 9]]}","{'ARGM-CAU': 'reasons', 'R-ARGM-CAU': 'why', 'ARG1': 'NASA'}",1,"[('ARG1', 1)]",[],1,1,"['ARGM-CAU', 'R-ARGM-CAU', 'ARG1']"
google/ewt/newsgroup/00/groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900.xml77,10,The cousins could not be found because no one was sure of their married names .,sure,10,Who was sure of something?,,What was someone sure of ?,,no one,,their married names,,no one,,their married names,,no one,,their married names,,no one,,their married names,,"['*' '*' '*' '*' '*' '*' '*' '(ARG0*' '*)' '*' '(V*)' '(ARG1*' '*' '*'
 '*)' '*']","{'ARG0': [[7, 8]], 'ARG1': [[11, 14]]}","{'ARG0': 'no one', 'ARG1': 'of their married names'}",2,"[('ARG0', 1), ('ARG1', 3)]",[],2,2,"['ARG0', 'ARG1']"
google/ewt/newsgroup/00/groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500.xml21,4,We become most fully human when we love another person .,human,4,Who will be human ?,,,To what degree will someone be human ?,We,,,most fully,We,every human we become,,most fully,We,,,fully human,We,,,most fully human,['(ARG1*)' '*' '(ARGM-ADV*' '*)' '(V*)' '(ARGM-TMP*' '*' '*' '*' '*)' '*'],"{'ARG1': [[0, 0]], 'ARGM-ADV': [[2, 3]], 'ARGM-TMP': [[5, 9]]}","{'ARG1': 'We', 'ARGM-ADV': 'most fully', 'ARGM-TMP': 'when we love another person'}",1,"[('ARG1', 1)]",[],2,1,"['ARG1', 'ARGM-ADV', 'ARGM-TMP']"
google/ewt/newsgroup/00/groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800.xml41,14,""" Should the Arctic Ocean become ice - free in summer , it is likely that polar bears and some seal species would be driven toward extinction , "" the report concluded .",likely,14,What is likely ?,,,,that polar bears and some seal species would be driven toward extinction,,,,that polar bears and some seal species would be driven toward extinction,,,,that polar bears and some seal species would be driven toward extinction,,,,that polar bears and some seal species would be driven toward extinction,,,,"['*' '(ARGM-ADV*' '*' '*' '*' '*' '*' '*' '*' '*' '*)' '*' '*' '*' '(V*)'
 '(ARG1*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*)' '*' '*' '*' '*' '*'
 '*']","{'ARGM-ADV': [[1, 10]], 'ARG1': [[15, 26]]}","{'ARGM-ADV': 'Should the Arctic Ocean become ice - free in summer', 'ARG1': 'that polar bears and some seal species would be driven toward extinction'}",1,"[('ARG1', 1)]",[],1,1,"['ARGM-ADV', 'ARG1']"
google/ewt/newsgroup/00/groups.google.com_hiddennook_e21e429b3ad58235_ENG_20050830_214700.xml4,23,"It looks as if NASA is transitioning away from the shuttle model , as in the past they have proven to be quite dangerous as Columbia has recently proved .",dangerous,23,What is dangerous ?,,,To what degree is something dangerous ?,the shuttle model +  they,,,quite dangerous,the shuttle model +  they,,,proven to be quite dangerous,the shuttle model +  they,,,quite dangerous,the shuttle model,,,proven to be quite dangerous,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '(ARG0*)' '*' '*' '*' '*' '(ARGM-EXT*)' '(V*)' '(ARGM-PRD*' '*' '*' '*'
 '*)' '*']","{'ARG0': [[17, 17]], 'ARGM-EXT': [[22, 22]], 'ARGM-PRD': [[24, 28]]}","{'ARG0': 'they', 'ARGM-EXT': 'quite', 'ARGM-PRD': 'as Columbia has recently proved'}",2,"[('ARG0', 1), ('ARGM-EXT', 4)]",['ARGM-PRD'],3,3,"['ARG0', 'ARGM-EXT', 'ARGM-PRD']"
google/ewt/newsgroup/00/groups.google.com_alt.animals.badgers_172dcd8baf26948f_ENG_20040823_121900.xml13,49,"When you blame it all on society , there 's noone to to take responsibility and all of a sudden you have generation of fucked up kids who are likley smoking , drinking , doing drugs , fucking the neighbor or some internet perv just because you are too lazy to see waht they 're doing .",lazy,49,Who is lazy ?,,,To what degree is someone lazy ?,you,,,too lazy to see waht they 're doing,you,,,too lazy to see waht they 're doing,you,,,too lazy,you,,,too lazy to see waht they 're doing,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '(ARG1*)' '*' '(ARGM-CXN*)'
 '(V*)' '(C-ARGM-CXN*' '*' '*' '*' '*' '*)' '*']","{'ARG1': [[46, 46]], 'ARGM-CXN': [[48, 48], [50, 55]]}","{'ARG1': 'you', 'ARGM-CXN': ""too to see waht they 're doing""}",2,"[('ARG1', 1), ('ARGM-CXN', 4)]",[],2,2,"['ARG1', 'ARGM-CXN']"
google/ewt/newsgroup/00/groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200.xml26,5,"Neither was this day less fortunate to his father Philip ; for on the same day he took Potidea ; >> - JOHN AUBREY , F.R.S.",fortunate,5,What was fortunate to someone?,,Who was something fortunate to ?,To what degree was something fortunate ?,this day,,his father Philip,less,this day,,his father Philip,less,this day,,his father Philip,less fortunate,this day,,his father Philip,less fortunate,"['(ARGM-DIS*)' '*' '(ARG0*' '*)' '(ARGM-EXT*)' '(V*)' '(ARG1*' '*' '*'
 '*)' '-' '*' '*' '*' '*' '*' '*' '*' '*' '-' '*' '*' '*' '*' '-' '*']","{'ARGM-DIS': [[0, 0]], 'ARG0': [[2, 3]], 'ARGM-EXT': [[4, 4]], 'ARG1': [[6, 9]]}","{'ARGM-DIS': 'Neither', 'ARG0': 'this day', 'ARGM-EXT': 'less', 'ARG1': 'to his father Philip'}",3,"[('ARG0', 1), ('ARGM-EXT', 4), ('ARG1', 3)]",[],3,3,"['ARGM-DIS', 'ARG0', 'ARGM-EXT', 'ARG1']"
